customer;state;customer lifetime value;gender;income;monthly premium auto;policy type;total claim amount;vehicle class
RQ19236;Arizona;804280.38;M;55411;100;Personal Auto;259.561195;Sports Car
QC47433;Oregon;255443.71;M;12459;70;Personal Auto;336;Four-Door Car
RA93608;Oregon;1807394;M;64620;76;Personal Auto;364.8;Two-Door Car
XH97711;California;243050.66;M;83140;61;Corporate Auto;179.161843;Four-Door Car
KC17170;Arizona;546560.4;F;54422;68;Corporate Auto;75.501852;Four-Door Car
ZN47335;California;1035751.42;M;68309;131;Corporate Auto;306.983596;SUV
EI46264;California;253781.39;M;56621;65;Personal Auto;84.026848;Four-Door Car
EK87864;Arizona;282194.72;F;38977;70;Special Auto;139.489926;Four-Door Car
NS10490;Oregon;1415861.36;F;83235;70;Personal Auto;336;Two-Door Car
IU96845;AZ;628547.69;M;32390;80;Personal Auto;91.417923;Four-Door Car
QL93655;Oregon;1147348.15;F;66538;95;Personal Auto;317.844812;Two-Door Car
PF40592;Washington;494263.06;F;23285;65;Personal Auto;118.446235;Two-Door Car
LZ34046;Oregon;2359468.02;M;76358;66;Personal Auto;86.461582;Four-Door Car
JC80093;Washington;257250.66;M;21104;66;Personal Auto;118.454974;Four-Door Car
YE88490;AZ;538089.86;F;55350;67;Personal Auto;321.6;Four-Door Car
YC80498;California;477055.09;F;12964;65;Personal Auto;362.774545;Two-Door Car
AI85843;AZ;675665.14;F;33288;86;Personal Auto;221.856184;Four-Door Car
FY51713;AZ;357076.05;F;56168;88;Personal Auto;614.675906;Four-Door Car
WQ18638;Oregon;542686.4;M;23105;69;Personal Auto;331.2;Two-Door Car
KY14688;Oregon;273031.38;F;36218;68;Personal Auto;145.252168;Four-Door Car
TC97762;California;498268.14;F;52275;62;Corporate Auto;374.240783;Four-Door Car
QC87108;Oregon;876926.68;F;49665;74;Personal Auto;355.2;Four-Door Car
CX12134;Nevada;422061.35;M;32471;110;Personal Auto;528;Two-Door Car
CK19789;California;588718.2;F;62773;73;Personal Auto;80.669257;Four-Door Car
UV12583;California;470058.38;F;76694;117;Personal Auto;561.6;SUV
JC11405;Oregon;1096395.72;M;55687;276;Personal Auto;1324.8;Luxury SUV
BG85305;Nevada;375780.47;M;36633;96;Personal Auto;460.8;Four-Door Car
UQ87917;Oregon;1294173.35;M;77060;106;Personal Auto;468.566133;SUV
XN11823;Nevada;376446.51;F;92600;94;Corporate Auto;842.43785;Two-Door Car
RP19541;AZ;758211.38;M;64801;64;Personal Auto;268.471802;Four-Door Car
ZR25747;Oregon;827774.56;F;45257;103;Corporate Auto;494.4;Two-Door Car
NQ86532;California;257645.56;M;26854;66;Personal Auto;475.2;Four-Door Car
JY27336;Oregon;820538.79;F;85840;102;Corporate Auto;138.722385;SUV
PB54378;Oregon;1958246.89;F;26463;72;Corporate Auto;345.6;Four-Door Car
SV38190;Nevada;648152.66;F;30689;81;Personal Auto;467.24802;Four-Door Car
CV24005;Oregon;259931.09;M;29590;66;Corporate Auto;467.503236;Two-Door Car
EX28656;Oregon;983033.76;F;25965;253;Personal Auto;1214.4;Luxury SUV
CF57022;Oregon;1044265.14;M;17269;139;Personal Auto;667.2;SUV
GM16780;Oregon;3605753.7;M;90330;137;Corporate Auto;192.085299;Sports Car
YH92099;AZ;308799.99;F;18558;80;Special Auto;384;Four-Door Car
SG81493;Arizona;444373.62;M;46384;113;Corporate Auto;251.774574;Four-Door Car
FJ54907;Oregon;718097.1;F;42303;180;Personal Auto;1210.920949;Luxury SUV
CU26127;California;1565603.43;F;71731;130;Corporate Auto;599.648466;SUV
YH60476;Oregon;578018.22;M;51066;74;Corporate Auto;787.993313;Four-Door Car
UA51318;Arizona;511662.4;F;26173;68;Corporate Auto;449.819671;Four-Door Car
BV55014;Oregon;726873.7;M;24445;63;Personal Auto;302.4;Two-Door Car
HX21307;Oregon;261661.39;Male;72302;66;Personal Auto;316.8;Two-Door Car
LQ68252;Oregon;373843.62;Male;27208;102;Personal Auto;489.6;SUV
CR92802;California;272535.64;F;36650;69;Special Auto;56.60333;Four-Door Car
SL35268;Arizona;545386.12;Male;30855;68;Corporate Auto;259.060862;Four-Door Car
JS42382;Oregon;617291.42;Male;99960;76;Corporate Auto;364.8;Four-Door Car
VP57424;Nevada;699700.86;F;55873;88;Personal Auto;299.356083;Four-Door Car
VU19243;Arizona;419625.77;F;18052;111;Personal Auto;699.1679;Four-Door Car
TA82973;Oregon;785810.98;F;28937;104;Personal Auto;117.959654;SUV
LL62746;Oregon;897064.73;Male;12829;118;Personal Auto;328.231432;SUV
JQ56711;Oregon;592311.72;F;92163;73;Personal Auto;66.568642;Two-Door Car
AW77988;Oregon;3585059.94;Male;17588;192;Personal Auto;1382.4;Luxury Car
QP84605;Washington;870984.53;F;41546;111;Corporate Auto;121.306839;Four-Door Car
IB87349;California;452850.49;M;70340;113;Special Auto;542.4;Four-Door Car
BW80872;Washington;443441.12;M;34549;111;Personal Auto;125.933005;Four-Door Car
PX70175;Arizona;799600.75;M;93459;99;Personal Auto;655.41333;Four-Door Car
KF75098;Arizona;512973.9;M;86148;65;Personal Auto;312;Four-Door Car
IS50283;California;569717.52;F;27048;72;Corporate Auto;345.6;Four-Door Car
MY64920;Oregon;921713.06;F;73259;115;Personal Auto;673.34265;SUV
KN34250;Oregon;1020892.76;F;35482;129;Corporate Auto;619.2;SUV
GN46207;Oregon;417068.73;F;29462;107;Personal Auto;513.6;SUV
KL57176;Oregon;450540.58;F;67801;115;Personal Auto;23.810491;SUV
JY90595;Arizona;552866.5;M;16042;73;Personal Auto;350.4;Two-Door Car
HK26543;California;504586.67;M;28056;64;Personal Auto;307.2;Four-Door Car
PN86062;California;296272.25;M;16495;85;Corporate Auto;408;Four-Door Car
VW27730;California;866595.64;F;41163;108;Corporate Auto;231.922173;SUV
MO56878;California;1548843.2;M;33799;109;Corporate Auto;664.980242;SUV
VO38365;Washington;886114.95;F;90125;110;Corporate Auto;128.645946;SUV
SV35618;Oregon;593474.15;F;87747;147;Personal Auto;46.492039;SUV
RX12347;Nevada;354323.21;M;35695;90;Personal Auto;432;Four-Door Car
FR55658;California;349002.83;M;90985;87;Personal Auto;78.085149;Four-Door Car
ZU73588;California;598977.39;M;66839;154;Personal Auto;739.2;Sports Car
VM13430;Oregon;860915.82;F;79090;107;Corporate Auto;289.040734;SUV
TC78849;Oregon;249745.51;M;24825;64;Personal Auto;155.938593;Two-Door Car
VC34764;California;701917.72;M;26806;63;Personal Auto;302.4;Four-Door Car
WO90953;Oregon;538792.63;F;56835;67;Personal Auto;326.549425;Two-Door Car
KO46064;California;273020.29;M;46135;69;Personal Auto;103.935601;Four-Door Car
BI38192;Oregon;793706.48;F;22862;67;Personal Auto;321.6;Two-Door Car
PU18983;Oregon;860815.72;F;21450;110;Personal Auto;528;Sports Car
SW79912;Oregon;263254.58;M;95854;65;Personal Auto;312;Two-Door Car
ES39217;Oregon;778500.42;F;44897;99;Personal Auto;580.72531;Four-Door Car
KP72427;Washington;2163983.86;M;64455;108;Personal Auto;133.735395;SUV
UA19178;Oregon;498082.5;F;53265;62;Personal Auto;238.005074;Four-Door Car
XF57481;Washington;1064093.93;M;50450;90;Personal Auto;135.892444;Two-Door Car
CN90378;California;686250.83;F;54780;88;Personal Auto;135.26125;Four-Door Car
UI55951;California;554803.19;M;67798;69;Personal Auto;331.2;Four-Door Car
FF28650;Oregon;831268.16;M;21442;118;Personal Auto;566.4;SUV
FS55302;California;238998.1;M;27615;62;Personal Auto;297.6;Four-Door Car
TN79487;California;445811.34;M;17622;65;Personal Auto;312;Four-Door Car
HG32616;Nevada;529574.17;M;50200;135;Personal Auto;637.063458;Sports Car
PM27367;California;277890.37;F;73570;70;Special Auto;75.936096;Two-Door Car
BH35482;Washington;493094.93;M;70412;61;Corporate Auto;136.291083;Two-Door Car
QE22757;Nevada;249131.7;M;36631;62;Personal Auto;67.530904;Four-Door Car
ON77649;Oregon;290887.59;F;35895;73;Personal Auto;312.921256;Four-Door Car
RN82884;Arizona;428294.8;F;40864;109;Personal Auto;166.937747;SUV
FF58467;Arizona;509078.13;F;93018;63;Personal Auto;135.382194;Four-Door Car
BS83666;Oregon;736618.83;M;70014;62;Corporate Auto;17.742954;Four-Door Car
WO29605;Oregon;243687.51;F;48875;61;Personal Auto;1.838367;Two-Door Car
TL77607;California;885268.87;M;67969;74;Personal Auto;197.776009;Four-Door Car
OS39723;Oregon;560049.65;F;68665;69;Personal Auto;331.2;Two-Door Car
FN69743;California;463654.65;M;26802;66;Corporate Auto;316.8;Two-Door Car
TU92578;California;1469663.55;M;45345;125;Personal Auto;600;SUV
TL43709;Washington;897214.03;M;89689;74;Personal Auto;136.829537;Four-Door Car
YE68736;California;772484.01;F;32051;193;Personal Auto;926.4;SUV
OB96537;Oregon;594667.07;M;81139;74;Special Auto;392.6364;Four-Door Car
EU68825;Oregon;800054.51;F;63834;100;Personal Auto;215.226476;Sports Car
CC31456;Arizona;645756.1;M;37548;81;Special Auto;160.598662;Four-Door Car
LN26837;California;259243.78;M;72421;65;Personal Auto;312;Four-Door Car
YI92916;Nevada;467842.34;M;83102;116;Corporate Auto;443.670399;Four-Door Car
NW54906;Oregon;1386992.71;M;28432;118;Personal Auto;612.300581;SUV
ME77513;Nevada;871777.78;F;83707;108;Corporate Auto;290.391526;Four-Door Car
UK76891;California;523398.68;F;63259;65;Corporate Auto;316.795337;Four-Door Car
YD74948;Oregon;247246.92;F;63860;62;Personal Auto;208.598246;Four-Door Car
HB64268;Washington;281369.26;M;43836;73;Personal Auto;138.130879;Four-Door Car
BW52697;California;550505.7;F;86132;68;Personal Auto;301.437365;Two-Door Car
NL41409;Oregon;260620.85;F;28519;66;Personal Auto;456.473115;Two-Door Car
OD69005;Arizona;1048194.38;F;39102;88;Personal Auto;152.338562;Four-Door Car
UK70255;California;3047578.05;F;97298;128;Personal Auto;48.517439;Sports Car
QT25383;Nevada;636490.22;M;41986;84;Personal Auto;430.375049;Two-Door Car
NS45347;Oregon;563145.19;F;17291;73;Personal Auto;350.4;Four-Door Car
XW89091;California;981652.83;M;37256;62;Personal Auto;128.969729;Four-Door Car
YC11951;Oregon;751913.36;M;96306;95;Corporate Auto;185.355353;Four-Door Car
UY18770;California;1017971.7;F;14290;271;Personal Auto;1300.8;Luxury SUV
RA49085;California;277283.92;F;37038;71;Corporate Auto;9.071305;Four-Door Car
BG84194;Oregon;403750.18;M;90760;103;Special Auto;133.475315;SUV
PT64580;Washington;419196.61;M;77048;103;Personal Auto;141.199465;SUV
MR67738;Oregon;267686.79;F;54480;67;Personal Auto;321.6;Four-Door Car
DM95829;California;252395.96;M;16244;68;Personal Auto;623.223617;Two-Door Car
DB75522;California;698840.16;F;22436;89;Special Auto;427.2;Four-Door Car
LM34525;Washington;874205.78;F;71592;72;Personal Auto;141.725051;Four-Door Car
WW30771;Arizona;267331.96;M;28728;67;Personal Auto;321.6;Four-Door Car
QP65569;Arizona;1215732.99;M;57449;103;Personal Auto;494.4;Four-Door Car
TN50051;California;295776.4;F;83318;73;Personal Auto;211.336937;Two-Door Car
UO86707;Washington;717390.94;M;75217;61;Personal Auto;147.080303;Four-Door Car
NX18774;Oregon;841568.46;M;55308;107;Corporate Auto;513.6;SUV
DA69469;Oregon;2684312.45;F;36068;97;Personal Auto;113.367765;Two-Door Car
CN23147;Oregon;1305717.07;M;48804;112;Corporate Auto;537.6;Four-Door Car
GH42026;Oregon;853510.89;M;55790;111;Personal Auto;117.672722;SUV
BD16530;Arizona;829348.19;F;70258;69;Personal Auto;225.145949;Four-Door Car
WK23685;Oregon;663685.98;F;47274;83;Corporate Auto;182.432565;Four-Door Car
GR62267;Washington;560908.25;F;44705;71;Personal Auto;148.173152;Two-Door Car
GF97874;Washington;527562.7;F;70446;65;Personal Auto;155.570802;Four-Door Car
ZH19885;Washington;251459.2;F;43860;65;Personal Auto;156.124914;Four-Door Car
UK25655;Oregon;343525.01;F;64348;86;Personal Auto;212.391975;Two-Door Car
EL93539;California;575744.23;M;88997;72;Special Auto;174.041566;Four-Door Car
EE99484;Washington;251459.2;F;43860;65;Corporate Auto;156.124914;Four-Door Car
DP46882;California;288645.16;F;10312;78;Corporate Auto;486.278557;Four-Door Car
TK60799;Arizona;416001.81;F;96263;103;Personal Auto;1.924709;SUV
DN29808;California;284624.54;F;28919;72;Corporate Auto;518.4;Four-Door Car
NG66579;Oregon;505961.62;M;41869;64;Personal Auto;262.12205;Two-Door Car
ED50963;California;268886.4;F;32808;68;Personal Auto;541.695658;Four-Door Car
GP40701;California;827763.76;F;79780;68;Personal Auto;326.4;Four-Door Car
CP98451;Oregon;905793.53;F;91025;112;Personal Auto;327.682669;SUV
NX52648;California;380175.04;F;33043;95;Personal Auto;456;Two-Door Car
ZC32510;Arizona;933934.16;M;69442;118;Personal Auto;1265.570302;Four-Door Car
EB59129;Oregon;259574.8;F;47234;65;Personal Auto;15.631363;Four-Door Car
RA70851;Oregon;743769.33;M;86863;92;Personal Auto;441.6;Four-Door Car
PM19162;Oregon;1453678.76;M;25805;66;Personal Auto;375.866091;Four-Door Car
MS59005;Nevada;591330.59;M;43676;76;Personal Auto;364.8;Four-Door Car
SU71163;Arizona;277166.3;M;59855;74;Personal Auto;355.2;Two-Door Car
BD35676;Arizona;2919436.64;M;35296;126;Personal Auto;452.616872;SUV
NI44621;Oregon;988038.58;F;36576;125;Personal Auto;113.450122;SUV
EW33419;California;1511440.24;F;28513;100;Corporate Auto;480;SUV
HX44948;Oregon;575991.08;M;85448;72;Special Auto;16.03451;Four-Door Car
DL36983;Oregon;849516.42;F;23791;110;Personal Auto;615.27228;Two-Door Car
XR87264;California;438118.42;F;20597;112;Personal Auto;615.256301;Four-Door Car
NN99001;Arizona;699782.74;F;56940;87;Personal Auto;512.66245;Four-Door Car
XV95530;Oregon;1143058.85;M;93210;71;Personal Auto;74.523935;Two-Door Car
OL97871;Oregon;748248.61;F;48992;94;Personal Auto;426.072946;Four-Door Car
HQ23708;Arizona;859691.66;F;53736;71;Personal Auto;169.287785;Two-Door Car
WR63188;Arizona;785496.08;M;25378;66;Personal Auto;419.464143;Four-Door Car
NG82219;Oregon;258240.85;F;76731;64;Personal Auto;201.455005;Four-Door Car
KU29408;Washington;907576.82;M;37722;116;Corporate Auto;158.077504;Sports Car
RE46783;California;411858.86;F;69379;103;Personal Auto;494.4;Two-Door Car
RU94434;Oregon;1215732.99;M;57449;103;Personal Auto;494.4;Four-Door Car
NV61299;Arizona;2778969.24;F;33806;89;Corporate Auto;395.729716;Four-Door Car
DX31066;Washington;266727;F;94041;66;Personal Auto;159.756733;Four-Door Car
CY50337;Oregon;1092840.71;F;74965;90;Personal Auto;58.557552;Four-Door Car
TJ20375;Arizona;761538.13;F;34095;63;Personal Auto;302.4;Two-Door Car
JJ76159;California;243468.12;M;96045;61;Corporate Auto;8.582971;Four-Door Car
BG15419;Nevada;1419536.03;F;86355;118;Personal Auto;285.418473;Sports Car
AO74776;California;942768.49;F;27824;118;Personal Auto;566.4;SUV
HQ82233;California;1198242.09;M;42995;101;Personal Auto;410.508316;SUV
OL72737;Oregon;310278.95;F;21235;79;Personal Auto;244.23135;Two-Door Car
ZQ59828;California;422263.12;M;74585;106;Personal Auto;218.598065;SUV
NZ15548;Oregon;402381.44;M;41833;103;Personal Auto;643.826716;Four-Door Car
XK61304;California;529715.18;F;23908;70;Personal Auto;336;Four-Door Car
CM94425;Arizona;441620.62;M;61953;113;Personal Auto;497.047297;SUV
MY37953;Arizona;2583090.98;F;73760;107;Personal Auto;230.245772;Sports Car
XP64922;Oregon;297431.49;F;23333;74;Corporate Auto;5.622751;Four-Door Car
LN50325;Arizona;1006460.83;F;20440;128;Corporate Auto;614.4;Sports Car
HJ15383;Washington;803240.19;M;27658;68;Personal Auto;160.07526;Four-Door Car
KH59823;California;548921.41;M;50943;139;Special Auto;667.2;SUV
YM79169;California;261275.67;M;19003;71;Personal Auto;34.651305;Two-Door Car
DR38127;California;857346.39;M;46703;108;Personal Auto;678.100487;Four-Door Car
PU42145;California;2412750.4;M;14072;71;Personal Auto;511.2;Four-Door Car
KM33477;Oregon;855038.66;M;21733;73;Corporate Auto;525.6;Four-Door Car
RI53167;Arizona;230864.8;M;20811;61;Personal Auto;292.8;Four-Door Car
OF77789;Arizona;425462.07;F;11904;61;Personal Auto;292.8;Two-Door Car
YB33445;Oregon;898285.04;F;43490;114;Corporate Auto;174.588413;SUV
BA17836;California;786816.6;M;57340;67;Corporate Auto;159.391681;Four-Door Car
JS43228;California;770424.87;M;49088;97;Corporate Auto;698.4;Four-Door Car
BB11622;Nevada;1055217;M;47761;131;Personal Auto;232.711071;SUV
WK88044;Arizona;873783.75;M;61281;110;Personal Auto;79.865605;SUV
EH16250;Arizona;770528.33;M;25290;66;Personal Auto;382.085897;Four-Door Car
PU41872;Arizona;703926.24;F;24239;88;Personal Auto;48.348319;Four-Door Car
HB85743;California;883808.56;M;82664;114;Personal Auto;133.425609;SUV
MM71959;Arizona;873352.73;M;83210;110;Personal Auto;528;Sports Car
MB83663;Oregon;959747.48;F;38736;81;Personal Auto;561.414794;Two-Door Car
KH24214;Oregon;1785797.23;M;55437;64;Personal Auto;445.287788;Four-Door Car
AC40767;Washington;249780.82;M;68041;6464;Personal Auto;165.570243;Two-Door Car
EG62398;California;799814.38;F;29066;100;Personal Auto;844.229478;SUV
VS19949;Nevada;289762.07;M;54337;72;Personal Auto;345.6;Four-Door Car
AM92343;Oregon;1159950.22;F;67616;96;Personal Auto;340.306584;Four-Door Car
GI68556;California;1514793.06;F;41082;63;Personal Auto;106.647493;Two-Door Car
XR64251;Nevada;272535.64;F;36650;69;Personal Auto;56.60333;Four-Door Car
MK34957;Oregon;1329771.23;F;50631;112;Special Auto;784.65781;SUV
GP18756;California;992704.97;M;19592;92;Personal Auto;441.6;Four-Door Car
KQ65521;Arizona;1826927.02;F;55761;115;Personal Auto;86.27772;Sports Car
EJ19449;California;272221.07;F;17576;71;Special Auto;398.502948;Four-Door Car
QB70027;California;708321.24;F;41449;89;Personal Auto;63.516572;Four-Door Car
QW47320;Cali;1017971.7;F;14290;271;Personal Auto;1300.8;Luxury SUV
KH64733;Nevada;588950.91;F;62007;73;Personal Auto;120.015609;Four-Door Car
ON59472;Arizona;1577139.34;M;21921;206;Corporate Auto;1254.137899;Luxury SUV
HP94242;Arizona;528817.33;F;42621;66;Personal Auto;316.8;Four-Door Car
EA25683;WA;777853.23;M;63786;196;Corporate Auto;798.002689;Luxury SUV
MC71942;Cali;791919.7;F;82877;99;Personal Auto;22.819088;Two-Door Car
YQ99152;Nevada;978780.88;M;10475;88;Personal Auto;422.4;Two-Door Car
KI19439;Oregon;520764.08;F;21952;66;Personal Auto;316.8;Four-Door Car
PM76175;Oregon;2114727.72;F;49721;132;Corporate Auto;639.971388;Sports Car
US45383;Cali;1228076.66;M;88340;102;Personal Auto;489.6;Two-Door Car
BE62503;WA;920659.83;F;24589;82;Personal Auto;511.497882;Two-Door Car
PA16884;Cali;411858.86;F;69379;103;Personal Auto;494.4;Two-Door Car
NC58480;Nevada;483820.9;F;73769;61;Personal Auto;239.540223;Four-Door Car
NS39326;Cali;462554.81;F;66670;114;Personal Auto;518.180364;SUV
PN18507;Arizona;1404210.3;M;88854;118;Personal Auto;715.252366;Two-Door Car
EK91340;Oregon;754661.35;M;31266;193;Corporate Auto;926.4;Luxury Car
JY16280;Cali;251459.2;F;43860;65;Personal Auto;156.124914;Four-Door Car
ZW71731;Cali;517035.84;M;89284;133;Corporate Auto;402.070719;SUV
ZC24631;Oregon;1391737.72;M;67267;89;Corporate Auto;94.814032;Four-Door Car
YR34689;Cali;1131813.08;F;79270;95;Personal Auto;456;Four-Door Car
RT65829;Oregon;427636.36;M;36692;109;Personal Auto;523.2;Four-Door Car
BM15160;Cali;849635.28;F;44624;71;Special Auto;73.883044;Four-Door Car
EV19512;Nevada;1630196.76;F;19614;85;Personal Auto;574.024018;Two-Door Car
WY97929;Arizona;871704.98;M;83846;74;Special Auto;355.2;Four-Door Car
YG20683;WA;286011.17;M;51159;72;Personal Auto;4.238626;Four-Door Car
FK75497;Cali;245340.83;M;83772;62;Personal Auto;42.248087;Two-Door Car
NE60110;Arizona;598977.39;M;66839;154;Personal Auto;739.2;Sports Car
TN36521;Arizona;2498022.55;F;88440;70;Personal Auto;27.145151;Two-Door Car
HG33568;Arizona;748263.95;F;25666;63;Personal Auto;270.002766;Four-Door Car
TW17878;Oregon;245757.6;F;52926;61;Personal Auto;292.8;Four-Door Car
CH97539;WA;828696.44;F;40001;70;Personal Auto;142.567008;Four-Door Car
MO33320;Oregon;465715.95;M;18024;65;Personal Auto;312;Two-Door Car
NY56352;Oregon;280391.67;F;23220;74;Personal Auto;251.334247;Four-Door Car
EA27048;Cali;864650.41;F;64125;108;Personal Auto;369.818708;SUV
UT38865;Oregon;742587.06;F;58042;62;Corporate Auto;161.419528;Four-Door Car
QC89139;Oregon;452873.74;F;90034;112;Corporate Auto;537.6;SUV
LA14484;Nevada;222707.28;M;27972;61;Special Auto;292.8;Four-Door Car
CV31235;Arizona;318435.52;M;50989;80;Corporate Auto;255.999709;Four-Door Car
WR45726;Arizona;1131520.37;F;11885;101;Special Auto;484.8;Four-Door Car
LB25094;Cali;253070.51;F;89451;63;Special Auto;61.769564;Four-Door Car
XO36233;WA;864153;M;78904;109;Personal Auto;250.001424;SUV
ZX86243;Arizona;327853.19;M;70247;83;Personal Auto;141.799422;Four-Door Car
DW29763;Arizona;527198.21;M;32653;67;Personal Auto;321.6;Two-Door Car
CT83377;WA;376363.77;M;93595;97;Special Auto;49.797016;Four-Door Car
OQ90898;Cali;1395556.96;M;90279;115;Personal Auto;372.175592;SUV
